TNet_pehe_in,SNet1_pehe_in,SNet2_pehe_in,SNet3_pehe_in,SNet_pehe_in,PseudoOutcomeNet_DR_pehe_in,PseudoOutcomeNet_PW_pehe_in,PseudoOutcomeNet_RA_pehe_in,PseudoOutcomeNet_RA_S2_pehe_in,TNet_pehe_out,SNet1_pehe_out,SNet2_pehe_out,SNet3_pehe_out,SNet_pehe_out,PseudoOutcomeNet_DR_pehe_out,PseudoOutcomeNet_PW_pehe_out,PseudoOutcomeNet_RA_pehe_out,PseudoOutcomeNet_RA_S2_pehe_out,TNet_att_true_in,SNet1_att_true_in,SNet2_att_true_in,SNet3_att_true_in,SNet_att_true_in,PseudoOutcomeNet_DR_att_true_in,PseudoOutcomeNet_PW_att_true_in,PseudoOutcomeNet_RA_att_true_in,PseudoOutcomeNet_RA_S2_att_true_in,TNet_att_pred_in,SNet1_att_pred_in,SNet2_att_pred_in,SNet3_att_pred_in,SNet_att_pred_in,PseudoOutcomeNet_DR_att_pred_in,PseudoOutcomeNet_PW_att_pred_in,PseudoOutcomeNet_RA_att_pred_in,PseudoOutcomeNet_RA_S2_att_pred_in,TNet_error_att_in,SNet1_error_att_in,SNet2_error_att_in,SNet3_error_att_in,SNet_error_att_in,PseudoOutcomeNet_DR_error_att_in,PseudoOutcomeNet_PW_error_att_in,PseudoOutcomeNet_RA_error_att_in,PseudoOutcomeNet_RA_S2_error_att_in,TNet_att_true_out,SNet1_att_true_out,SNet2_att_true_out,SNet3_att_true_out,SNet_att_true_out,PseudoOutcomeNet_DR_att_true_out,PseudoOutcomeNet_PW_att_true_out,PseudoOutcomeNet_RA_att_true_out,PseudoOutcomeNet_RA_S2_att_true_out,TNet_att_pred_out,SNet1_att_pred_out,SNet2_att_pred_out,SNet3_att_pred_out,SNet_att_pred_out,PseudoOutcomeNet_DR_att_pred_out,PseudoOutcomeNet_PW_att_pred_out,PseudoOutcomeNet_RA_att_pred_out,PseudoOutcomeNet_RA_S2_att_pred_out,TNet_error_att_out,SNet1_error_att_out,SNet2_error_att_out,SNet3_error_att_out,SNet_error_att_out,PseudoOutcomeNet_DR_error_att_out,PseudoOutcomeNet_PW_error_att_out,PseudoOutcomeNet_RA_error_att_out,PseudoOutcomeNet_RA_S2_error_att_out
0.5603687,0.6436336,0.6332868,0.68833804,0.63919115,0.605559,0.70099276,0.59831464,0.5699712,0.54993135,0.7105484,0.69824904,0.71064883,0.68011665,0.63649964,0.67489076,0.6279444,0.5864702,1.508158125868763,1.508158125868763,1.508158125868763,1.508158125868763,1.508158125868763,1.508158125868763,1.508158125868763,1.508158125868763,1.508158125868763,1.4463338,1.4873273,1.4983796,1.3639224,1.4914397,1.4666142,1.3855072,1.4451394,1.4837629,0.06182432,0.02083075,0.0097785,0.14423573,0.016718388,0.04154384,0.12265086,0.06301868,0.024395227,1.491761486719367,1.491761486719367,1.491761486719367,1.491761486719367,1.491761486719367,1.491761486719367,1.491761486719367,1.491761486719367,1.491761486719367,1.4034746,1.428399,1.4389682,1.3392315,1.43953,1.4386672,1.202928,1.4169011,1.4512523,0.08828688,0.06336248,0.052793264,0.15252995,0.05223143,0.053094268,0.2888335,0.074860334,0.040509105
0.59468895,0.6512527,0.63782364,0.679621,0.6578807,0.60811126,0.8212828,0.6041404,0.58565086,0.61012685,0.6916332,0.6796773,0.7270473,0.72831076,0.6603142,0.8019933,0.65824085,0.6443492,1.424428526134593,1.424428526134593,1.424428526134593,1.424428526134593,1.424428526134593,1.424428526134593,1.424428526134593,1.424428526134593,1.424428526134593,1.3777583,1.3965527,1.4043629,1.439898,1.4091516,1.3988214,1.4886659,1.3758,1.3825898,0.046670318,0.0278759,0.020065665,0.015469432,0.015277028,0.025607228,0.064237356,0.04862857,0.041838765,1.3963470301902825,1.3963470301902825,1.3963470301902825,1.3963470301902825,1.3963470301902825,1.3963470301902825,1.3963470301902825,1.3963470301902825,1.3963470301902825,1.2907287,1.300791,1.3186647,1.3221515,1.3317889,1.306596,1.1305977,1.2840118,1.3093427,0.10561836,0.09555602,0.077682376,0.074195504,0.06455815,0.089751005,0.26574934,0.112335205,0.087004304
0.5829494,0.686371,0.67582625,0.6699325,0.6546149,0.6220458,0.68983173,0.6182874,0.59578514,0.60614717,0.74041766,0.7229676,0.6740939,0.716162,0.69324684,0.73558897,0.68612087,0.6665536,1.5652208810537347,1.5652208810537347,1.5652208810537347,1.5652208810537347,1.5652208810537347,1.5652208810537347,1.5652208810537347,1.5652208810537347,1.5652208810537347,1.521878,1.5292386,1.5430796,1.4473528,1.5828825,1.5581253,1.4829895,1.5192543,1.516549,0.04334283,0.03598225,0.022141218,0.117868066,0.01766169,0.0070955753,0.08223128,0.045966506,0.04867184,1.5173602868431422,1.5173602868431422,1.5173602868431422,1.5173602868431422,1.5173602868431422,1.5173602868431422,1.5173602868431422,1.5173602868431422,1.5173602868431422,1.4081036,1.4054774,1.4233615,1.4528153,1.582146,1.4594891,1.2866929,1.4184716,1.4355862,0.109256744,0.111882925,0.09399879,0.064545035,0.06478572,0.057871222,0.23066747,0.098888755,0.081774116
0.5325001,0.5944217,0.58345073,0.58084875,0.580387,0.5715688,0.6783528,0.56345135,0.5357116,0.54041773,0.62836015,0.6157529,0.6450272,0.66151035,0.5850166,0.6393041,0.5810699,0.5548628,1.528324059014559,1.528324059014559,1.528324059014559,1.528324059014559,1.528324059014559,1.528324059014559,1.528324059014559,1.528324059014559,1.528324059014559,1.4203542,1.523694,1.5443683,1.5154353,1.54959,1.4837053,1.4251425,1.4565821,1.4987797,0.10796976,0.0046299696,0.01604426,0.01288867,0.021265984,0.044618726,0.10318148,0.07174194,0.029544353,1.5265386192603336,1.5265386192603336,1.5265386192603336,1.5265386192603336,1.5265386192603336,1.5265386192603336,1.5265386192603336,1.5265386192603336,1.5265386192603336,1.3490096,1.4614062,1.4858828,1.5057313,1.559982,1.451841,1.2697064,1.4256965,1.49102,0.17752898,0.06513238,0.04065585,0.020807266,0.03344333,0.07469761,0.25683224,0.10084212,0.035518646
0.55282533,0.60625494,0.5900864,0.5781299,0.5684266,0.54679185,0.68384856,0.56739,0.5288535,0.55229485,0.65769017,0.64254695,0.67937267,0.69036555,0.59784657,0.7188477,0.6144691,0.59344125,1.513417432669303,1.513417432669303,1.513417432669303,1.513417432669303,1.513417432669303,1.513417432669303,1.513417432669303,1.513417432669303,1.513417432669303,1.4007028,1.4073175,1.4249449,1.4185631,1.431021,1.4652933,1.2680664,1.4157128,1.4117794,0.11271465,0.10609996,0.088472605,0.094854355,0.08239651,0.048124194,0.24535108,0.09770465,0.10163808,1.4910980432859797,1.4910980432859797,1.4910980432859797,1.4910980432859797,1.4910980432859797,1.4910980432859797,1.4910980432859797,1.4910980432859797,1.4910980432859797,1.342612,1.3521919,1.3788432,1.3164024,1.3718266,1.3950784,1.0568229,1.3365438,1.3306242,0.14848602,0.13890612,0.11225486,0.17469561,0.1192714,0.096019626,0.43427515,0.15455425,0.16047382
0.5384616,0.5956481,0.582996,0.589355,0.5870924,0.52971184,0.82486284,0.5633376,0.5176002,0.5590227,0.6206703,0.61391425,0.6299325,0.6106552,0.5839119,0.81211704,0.60663164,0.5688032,1.5204674035285768,1.5204674035285768,1.5204674035285768,1.5204674035285768,1.5204674035285768,1.5204674035285768,1.5204674035285768,1.5204674035285768,1.5204674035285768,1.4415127,1.4512379,1.4463127,1.4910034,1.509595,1.5063089,1.5705984,1.4479076,1.433639,0.0789547,0.06922948,0.074154735,0.029464006,0.010872364,0.014158487,0.050130963,0.07255983,0.08682835,1.4868093126746973,1.4868093126746973,1.4868093126746973,1.4868093126746973,1.4868093126746973,1.4868093126746973,1.4868093126746973,1.4868093126746973,1.4868093126746973,1.360781,1.3767679,1.3753264,1.4756088,1.4818752,1.4419144,1.2162265,1.3762616,1.3790783,0.1260283,0.11004138,0.11148286,0.011200428,0.0049340725,0.044894814,0.2705828,0.11054766,0.107730985
0.5607667,0.5943649,0.58403265,0.62032014,0.62389684,0.5986763,0.89213586,0.6005399,0.5399406,0.56727874,0.65362245,0.6413051,0.65440446,0.6686187,0.638831,0.88071585,0.64040434,0.6083123,1.5299925261683034,1.5299925261683034,1.5299925261683034,1.5299925261683034,1.5299925261683034,1.5299925261683034,1.5299925261683034,1.5299925261683034,1.5299925261683034,1.448951,1.472914,1.490733,1.5068907,1.5213056,1.4915609,1.7222571,1.4737084,1.4724867,0.081041574,0.0570786,0.039259553,0.023101926,0.008687019,0.038431644,0.19226456,0.05628419,0.057505846,1.5213700563964916,1.5213700563964916,1.5213700563964916,1.5213700563964916,1.5213700563964916,1.5213700563964916,1.5213700563964916,1.5213700563964916,1.5213700563964916,1.3944725,1.3639096,1.3868111,1.4695826,1.4951756,1.492319,1.4212432,1.4723314,1.4784974,0.12689757,0.15746045,0.13455892,0.051787496,0.026194453,0.029051065,0.10012686,0.04903865,0.042872667
0.59406745,0.66135347,0.64799523,0.65265906,0.6243797,0.6505301,0.6656459,0.63834506,0.58962387,0.63475615,0.75806016,0.7375145,0.7238425,0.7207053,0.72378844,0.72291946,0.7162338,0.6730412,1.5337506025579755,1.5337506025579755,1.5337506025579755,1.5337506025579755,1.5337506025579755,1.5337506025579755,1.5337506025579755,1.5337506025579755,1.5337506025579755,1.5377289,1.5240883,1.5558428,1.5215459,1.5734066,1.547026,1.4399974,1.5209016,1.5124131,0.0039782524,0.00966239,0.022092104,0.012204766,0.039655924,0.013275385,0.09375322,0.0128490925,0.02133751,1.61871478848834,1.61871478848834,1.61871478848834,1.61871478848834,1.61871478848834,1.61871478848834,1.61871478848834,1.61871478848834,1.61871478848834,1.5071582,1.3727667,1.4136876,1.4869454,1.5138645,1.5718516,1.3276727,1.5376432,1.4931525,0.11155665,0.24594808,0.20502722,0.13176942,0.10485029,0.0468632,0.2910421,0.081071615,0.12556231
0.5582586,0.6163895,0.60351515,0.60478216,0.6209041,0.5943201,0.63320273,0.5894221,0.53713024,0.5681358,0.71933305,0.70465577,0.6471866,0.66352165,0.65590566,0.6829048,0.64869845,0.61245596,1.4949364259851248,1.4949364259851248,1.4949364259851248,1.4949364259851248,1.4949364259851248,1.4949364259851248,1.4949364259851248,1.4949364259851248,1.4949364259851248,1.4005728,1.4321706,1.4411278,1.4082284,1.4502138,1.4362915,1.4023927,1.3928368,1.41952,0.09436369,0.06276584,0.05380869,0.08670807,0.044722676,0.05864501,0.09254372,0.10209966,0.075416446,1.4541471205349812,1.4541471205349812,1.4541471205349812,1.4541471205349812,1.4541471205349812,1.4541471205349812,1.4541471205349812,1.4541471205349812,1.4541471205349812,1.2907965,1.4123201,1.4223735,1.3187116,1.3630742,1.3415267,1.1867034,1.2933096,1.3577036,0.16335058,0.041826963,0.031773567,0.13543546,0.09107292,0.11262035,0.26744366,0.16083753,0.096443534
0.57960075,0.68192524,0.67046666,0.6874557,0.63696396,0.6054142,0.6918609,0.6030868,0.58644503,0.56028247,0.7453037,0.72864544,0.7017469,0.69539595,0.6386317,0.71633834,0.6379931,0.6311498,1.524071225106852,1.524071225106852,1.524071225106852,1.524071225106852,1.524071225106852,1.524071225106852,1.524071225106852,1.524071225106852,1.524071225106852,1.4627513,1.5158302,1.5177377,1.4699197,1.5718156,1.5084295,1.4553324,1.4919728,1.4600978,0.061319947,0.008241057,0.0063334703,0.054151535,0.047744393,0.01564169,0.06873882,0.032098413,0.06397343,1.495866389146456,1.495866389146456,1.495866389146456,1.495866389146456,1.495866389146456,1.495866389146456,1.495866389146456,1.495866389146456,1.495866389146456,1.3588331,1.3870924,1.3894358,1.3458072,1.4657047,1.3795111,1.1915926,1.3606225,1.328649,0.13703334,0.108774066,0.10643065,0.15005922,0.030161738,0.1163553,0.30427384,0.1352439,0.16721737
0.5699303,0.6159026,0.6049547,0.6415309,0.60079557,0.5905958,0.6629689,0.59859234,0.5466775,0.52726924,0.67171335,0.6584438,0.6978427,0.63731116,0.5752577,0.6375078,0.5801326,0.5589687,1.4974461729932853,1.4974461729932853,1.4974461729932853,1.4974461729932853,1.4974461729932853,1.4974461729932853,1.4974461729932853,1.4974461729932853,1.4974461729932853,1.4868499,1.4633392,1.486609,1.4523714,1.5102173,1.5160156,1.4546853,1.4942601,1.520246,0.010596275,0.03410697,0.010837197,0.04507482,0.01277113,0.01856947,0.04276085,0.0031861067,0.02279985,1.4672533328002721,1.4672533328002721,1.4672533328002721,1.4672533328002721,1.4672533328002721,1.4672533328002721,1.4672533328002721,1.4672533328002721,1.4672533328002721,1.4402016,1.4133846,1.4298725,1.4335159,1.4690467,1.4628438,1.2604913,1.4416797,1.4539586,0.027051687,0.05386877,0.037380815,0.03373742,0.0017933846,0.0044095516,0.20676208,0.025573611,0.013294697
0.591494,0.6385426,0.6220444,0.6177606,0.63671154,0.6196792,0.7294259,0.61274594,0.54719776,0.6311236,0.7506408,0.71396047,0.6940041,0.73540753,0.6938143,0.75496465,0.6883235,0.6331977,1.3815332433598944,1.3815332433598944,1.3815332433598944,1.3815332433598944,1.3815332433598944,1.3815332433598944,1.3815332433598944,1.3815332433598944,1.3815332433598944,1.3322194,1.374833,1.4638349,1.3775914,1.4241005,1.3760207,1.3516581,1.348537,1.4291314,0.049313903,0.0067002773,0.08230162,0.0039418936,0.042567253,0.005512595,0.02987516,0.032996297,0.047598124,1.4395132270488902,1.4395132270488902,1.4395132270488902,1.4395132270488902,1.4395132270488902,1.4395132270488902,1.4395132270488902,1.4395132270488902,1.4395132270488902,1.303346,1.3494446,1.4279103,1.3904979,1.441493,1.3814695,1.2194206,1.3551762,1.4183785,0.13616717,0.09006858,0.011602879,0.049015284,0.0019798279,0.05804372,0.22009265,0.084336996,0.021134734
0.558076,0.6144247,0.6037203,0.61296594,0.6019154,0.60937136,0.6673102,0.583333,0.5463708,0.5997238,0.6822105,0.6719388,0.67897445,0.63716644,0.6823524,0.71785694,0.66374445,0.6284726,1.469109965529947,1.469109965529947,1.469109965529947,1.469109965529947,1.469109965529947,1.469109965529947,1.469109965529947,1.469109965529947,1.469109965529947,1.4081064,1.4732826,1.5016754,1.472149,1.5029587,1.4493954,1.4981354,1.4483657,1.4954981,0.061003566,0.0041725636,0.032565355,0.0030390024,0.033848643,0.019714594,0.029025435,0.020744324,0.02638805,1.5065747000864855,1.5065747000864855,1.5065747000864855,1.5065747000864855,1.5065747000864855,1.5065747000864855,1.5065747000864855,1.5065747000864855,1.5065747000864855,1.3362653,1.3951213,1.4289608,1.4411701,1.4157817,1.4158655,1.2820683,1.4107035,1.45689,0.17030942,0.111453414,0.07761395,0.06540465,0.09079301,0.09070921,0.2245065,0.09587121,0.049684763
0.5492939,0.60928977,0.60326475,0.61759114,0.6089789,0.59027505,0.6366098,0.5768506,0.5393239,0.5532309,0.66515213,0.65887445,0.70078593,0.64276445,0.63452613,0.64032906,0.6206425,0.56989133,1.5142286598201666,1.5142286598201666,1.5142286598201666,1.5142286598201666,1.5142286598201666,1.5142286598201666,1.5142286598201666,1.5142286598201666,1.5142286598201666,1.5188512,1.4748948,1.5122007,1.5256449,1.5737567,1.5365783,1.4373915,1.5240034,1.521271,0.0046224594,0.03933394,0.0020279884,0.011416197,0.059527993,0.022349596,0.07683718,0.009774685,0.007042289,1.5130295855740927,1.5130295855740927,1.5130295855740927,1.5130295855740927,1.5130295855740927,1.5130295855740927,1.5130295855740927,1.5130295855740927,1.5130295855740927,1.4471269,1.4162967,1.4689987,1.424262,1.5379202,1.4775605,1.2764889,1.4640945,1.4623129,0.06590271,0.096732855,0.044030905,0.08876753,0.024890661,0.035469055,0.23654068,0.048935056,0.05071664
